TipType	TipTemplateId	Notice	zh_CN	en_US	pt_BR	ru_RU	ko_KR	de_DE	fr_FR	es_ES	it_IT	in_ID	th_TH	tr_TR	vi_VN	ja_JP
20022	HideAndSeekModelName		喷泉	fountain	fountain	фонтан	fountain	fountain	fountain	fountain	fountain	fountain	น้ำพุ	fountain	fountain	fountain
20023	HideAndSeekModelName		热狗车	food truck	food truck	закусочная на колесах	food truck	food truck	food truck	food truck	food truck	food truck	รถหมาร้อน	food truck	food truck	food truck
20024	HideAndSeekModelName		垃圾箱	dustbin	dustbin	мусорный ящик	dustbin	dustbin	dustbin	dustbin	dustbin	dustbin	กล่องขยะ	dustbin	dustbin	dustbin
20025	HideAndSeekModelName		碟子	dish	dish	блюдо	dish	dish	dish	dish	dish	dish	จานเล็ก	dish	dish	dish
20026	HideAndSeekModelName		杯子	cup	cup	кружка	cup	cup	cup	cup	cup	cup	แก้ว	cup	cup	cup
20027	HideAndSeekModelName		纸箱	carton	carton	коробка	carton	carton	carton	carton	carton	carton	กล่องกระดาษ	carton	carton	carton
20028	HideAndSeekModelName		四轮马车	carriage	carriage	перевозка	carriage	carriage	carriage	carriage	carriage	carriage	รถม้าสี่ล้อ	carriage	carriage	carriage
20029	HideAndSeekModelName		水桶	barrel	barrel	бочка	barrel	barrel	barrel	barrel	barrel	barrel	ถังน้ำ	barrel	barrel	barrel
20030	HideAndSeekModelName		斧头	axe	axe	топор	axe	axe	axe	axe	axe	axe	ขวาน	axe	axe	axe
20031	HideAndSeekModelName		广告灯箱	ad lamp case	ad lamp case	рекламный светильник	ad lamp case	ad lamp case	ad lamp case	ad lamp case	ad lamp case	ad lamp case	กล่องไฟโฆษณา	ad lamp case	ad lamp case	ad lamp case
20032	HideAndSeekModelName		木箱	wooden box	wooden box	деревянная коробка	wooden box	wooden box	wooden box	wooden box	wooden box	wooden box	กล่องไม้	wooden box	wooden box	wooden box
20033	HideAndSeekModelName		长椅	wooden bench	wooden bench	деревянный забор	wooden bench	wooden bench	wooden bench	wooden bench	wooden bench	wooden bench	เก้าอี้ยาว	wooden bench	wooden bench	wooden bench
20034	HideAndSeekModelName		水井	well	well	колодец	well	well	well	well	well	well	บ่อน้ำ	well	well	well
20035	HideAndSeekModelName		水槽	trough	trough	кормушка	trough	trough	trough	trough	trough	trough	รางน้ำ	trough	trough	trough
20036	HideAndSeekModelName		树	tree	tree	дерево	tree	tree	tree	tree	tree	tree	ต้นไม้	tree	tree	tree
20037	HideAndSeekModelName		墓碑	tombstone	tombstone	надгробная плита	tombstone	tombstone	tombstone	tombstone	tombstone	tombstone	ศิลาจารึกหน้าสุสาน	tombstone	tombstone	tombstone
20038	HideAndSeekModelName		石墙	stonewall	stonewall	каменная стена	stonewall	stonewall	stonewall	stonewall	stonewall	stonewall	กำแพงหิน	stonewall	stonewall	stonewall
20039	HideAndSeekModelName		南瓜	pumpkin	pumpkin	тыква	pumpkin	pumpkin	pumpkin	pumpkin	pumpkin	pumpkin	ฟักทอง	pumpkin	pumpkin	pumpkin
20040	HideAndSeekModelName		干草堆	mow	mow	стог сена	mow	mow	mow	mow	mow	mow	กองหญ้าแห้ง	mow	mow	mow
20041	HideAndSeekModelName		金属垃圾桶	metal trash can	metal trash can	металлическая мусорная корзина	metal trash can	metal trash can	metal trash can	metal trash can	metal trash can	metal trash can	ถังขยะโลหะ	metal trash can	metal trash can	metal trash can
20042	HideAndSeekModelName		栅栏	fence	fence	забор	fence	fence	fence	fence	fence	fence	รั้ว	fence	fence	fence
20043	HideAndSeekModelName		长餐椅	dining chair	dining chair	обеденный стул	dining chair	dining chair	dining chair	dining chair	dining chair	dining chair	เก้าอี้ยาว	dining chair	dining chair	dining chair
20044	HideAndSeekModelName		桌子	desk	desk	письменный стол	desk	desk	desk	desk	desk	desk	โต้ะ	desk	desk	desk
20045	HideAndSeekModelName		自动售货机	coin machine	coin machine	машина для монет	coin machine	coin machine	coin machine	coin machine	coin machine	coin machine	เครื่องขายของโดยอัตโนมัติ	coin machine	coin machine	coin machine
20046	HideAndSeekModelName		棺材	coffin	coffin	гроб	coffin	coffin	coffin	coffin	coffin	coffin	โลง	coffin	coffin	coffin
20047	HideAndSeekModelName		酒桶	cask	cask	бочка	cask	cask	cask	cask	cask	cask	ถังเหล้า	cask	cask	cask
20048	HideAndSeekModelName		篝火	bonfire	bonfire	костер	bonfire	bonfire	bonfire	bonfire	bonfire	bonfire	ไฟแค้มป์	bonfire	bonfire	bonfire
20049	HideAndSeekModelName		汽车	car	car	машина	car	car	car	car	car	car	รถยนต์	car	car	car
20050	HideAndSeekFindFalse		▢FF00FFFF你找错了	▢FF00FFFFYou've picked a wrong target.	▢FF00FFFFYou've picked a wrong target.	▢FF00FFFFВы выбрали неправильную цель.	▢FF00FFFFYou've picked a wrong target.	▢FF00FFFFYou've picked a wrong target.	▢FF00FFFFYou've picked a wrong target.	▢FF00FFFFYou've picked a wrong target.	▢FF00FFFFYou've picked a wrong target.	▢FF00FFFFYou've picked a wrong target.	▢FF00FFFFคุณหาผิดแล้ว	▢FF00FFFFYou've picked a wrong target.	▢FF00FFFFYou've picked a wrong target.	▢FF00FFFFYou've picked a wrong target.
20051	HideAndSeekFind45Second		▢FF00FFFF游戏还有▢FFFF0000%1s秒▢FF00FFFF结束，躲藏者找错不再扣血	▢FFFF0000%1s sec left ▢FF00FFFF，HP won't reduce now	 ▢FFFF0000%1s sec left ▢FF00FFFF，HP won't reduce now	 ▢FFFF0000%1s секунд осталось ▢FF00FFFF，жизни теперь не будут убавлятся	 ▢FFFF0000%1s sec left ▢FF00FFFF，HP won't reduce now	 ▢FFFF0000%1s sec left ▢FF00FFFF，HP won't reduce now	 ▢FFFF0000%1s sec left ▢FF00FFFF，HP won't reduce now	 ▢FFFF0000%1s sec left ▢FF00FFFF，HP won't reduce now	 ▢FFFF0000%1s sec left ▢FF00FFFF，HP won't reduce now	 ▢FFFF0000%1s sec left ▢FF00FFFF，HP won't reduce now	▢FF00FFFFเกมยังเหลือ▢FFFF0000%1sวินาที▢FF00FFFFจะเสร็จ，ผู้ซ่อนหาผิดจะไม่หักเลือดอีก	 ▢FFFF0000%1s sec left ▢FF00FFFF，HP won't reduce now	 ▢FFFF0000%1s sec left ▢FF00FFFF，HP won't reduce now	 ▢FFFF0000%1s sec left ▢FF00FFFF，HP won't reduce now
20052	CreepyAliensName	Aliens Attack	异星入侵	Aliens Attack	Aliens Attack	Aliens Attack	Aliens Attack	Aliens Attack	Aliens Attack	Aliens Attack	Aliens Attack	Aliens Attack	Aliens Attack 	Aliens Attack	Aliens Attack	Aliens Attack
20053	CreepyAliensLongWaitingHint		▢FFFF0000当前等待时间过长，建议退出游戏重入	▢FFFF0000The current waiting time is too long, it`s recommended to exit and re-enter	▢FFFF0000The current waiting time is too long, it·s recommended to exit and re-enter	▢FFFF0000Текущее время ожидания слишком долгое, рекомендуется выйти из игры и зайти заново.	▢FFFF0000The current waiting time is too long, it·s recommended to exit and re-enter	▢FFFF0000The current waiting time is too long, it·s recommended to exit and re-enter	▢FFFF0000The current waiting time is too long, it·s recommended to exit and re-enter	▢FFFF0000The current waiting time is too long, it·s recommended to exit and re-enter	▢FFFF0000The current waiting time is too long, it·s recommended to exit and re-enter	▢FFFF0000The current waiting time is too long, it·s recommended to exit and re-enter	▢FFFF0000ขณะนี้เวลารอนานเกิน แนะนำให้ล็อกเอาต์จากเกมแล้วเข้าใหม่	▢FFFF0000The current waiting time is too long, it·s recommended to exit and re-enter	▢FFFF0000The current waiting time is too long, it·s recommended to exit and re-enter	▢FFFF0000The current waiting time is too long, it·s recommended to exit and re-enter
20054	CreepyAliensSelectMapHint		▢FF00FF00游戏开始，当前地图▢FFFF0000[%1s]	▢FF00FF00Game start, current map is▢FFFF0000[%1s]	▢FF00FF00Game start, current map is▢FFFF0000[%1s]	▢FF00FF00Игра началась, текущая карта▢FFFF0000[%1s]	▢FF00FF00Game start, current map is▢FFFF0000[%1s]	▢FF00FF00Game start, current map is▢FFFF0000[%1s]	▢FF00FF00Game start, current map is▢FFFF0000[%1s]	▢FF00FF00Game start, current map is▢FFFF0000[%1s]	▢FF00FF00Game start, current map is▢FFFF0000[%1s]	▢FF00FF00Game start, current map is▢FFFF0000[%1s]	▢FF00FF00เกมเริ่ม，แผนที่ขณะนี้▢FFFF0000[%1s]	▢FF00FF00Game start, current map is▢FFFF0000[%1s]	▢FF00FF00Game start, current map is▢FFFF0000[%1s]	▢FF00FF00Game start, current map is▢FFFF0000[%1s]
20055	CreepyAliensUpgrade		▢FFFFD700恭喜你，升级了	▢FFFFD700Congratulations, level up	▢FFFFD700Congratulations, level up	▢FFFFD700Поздравляем, Вы повысили уровень!	▢FFFFD700Congratulations, level up	▢FFFFD700Congratulations, level up	▢FFFFD700Congratulations, level up	▢FFFFD700Congratulations, level up	▢FFFFD700Congratulations, level up	▢FFFFD700Congratulations, level up	▢FFFFD700ขอแสดงความยินดี คุณได้อัพเกรดแล้ว	▢FFFFD700Congratulations, level up	▢FFFFD700Congratulations, level up	▢FFFFD700Congratulations, level up
20056	CreepyAliensCongratulation		▢FFFFD700恭喜你们通关了，成为最强守卫者	▢FFFFD700Congratulations on your clearance and become the strongest defenders	▢FFFFD700Congratulations on your clearance and become the strongest defenders	▢FFFFD700Поздравляем Вас за то, что вы расчистили всех инопланетян, и стали самыми мощными защитниками	▢FFFFD700Congratulations on your clearance and become the strongest defenders	▢FFFFD700Congratulations on your clearance and become the strongest defenders	▢FFFFD700Congratulations on your clearance and become the strongest defenders	▢FFFFD700Congratulations on your clearance and become the strongest defenders	▢FFFFD700Congratulations on your clearance and become the strongest defenders	▢FFFFD700Congratulations on your clearance and become the strongest defenders	▢FFFFD700ขอแสดงความยินดี คุณได้กลายเป็นผู้พิทักษ์ที่เก่งที่สุด	▢FFFFD700Congratulations on your clearance and become the strongest defenders	▢FFFFD700Congratulations on your clearance and become the strongest defenders	▢FFFFD700Congratulations on your clearance and become the strongest defenders
20057	CreepyAliensFailed		▢FFFF0000很遗憾，你们失败了，请下次再接再厉	▢FFFF0000Sorry that you have failed. Defeat alien monsters next time.	▢FFFF0000Sorry that you have failed. Defeat alien monsters next time.	▢FFFF0000К сожалению, вы провалились. Уничтожайте инопланетян в следующий раз.	▢FFFF0000Sorry that you have failed. Defeat alien monsters next time.	▢FFFF0000Sorry that you have failed. Defeat alien monsters next time.	▢FFFF0000Sorry that you have failed. Defeat alien monsters next time.	▢FFFF0000Sorry that you have failed. Defeat alien monsters next time.	▢FFFF0000Sorry that you have failed. Defeat alien monsters next time.	▢FFFF0000Sorry that you have failed. Defeat alien monsters next time.	▢FFFF0000เสียดายมาก พวกคุณล้มเหลวแล้ว โปรดสู้ๆในโอกาศหน้า	▢FFFF0000Sorry that you have failed. Defeat alien monsters next time.	▢FFFF0000Sorry that you have failed. Defeat alien monsters next time.	▢FFFF0000Sorry that you have failed. Defeat alien monsters next time.
20058	CreepyAliensHasBuy		▢FFFF0000你已经购买过该商品了	▢FFFF0000You have already purchased this product	▢FFFF0000You have already purchased this product	▢FFFF0000Вы уже купили этот продукт	▢FFFF0000You have already purchased this product	▢FFFF0000You have already purchased this product	▢FFFF0000You have already purchased this product	▢FFFF0000You have already purchased this product	▢FFFF0000You have already purchased this product	▢FFFF0000You have already purchased this product	▢FFFF0000คุณได้ซื้อสินค้านี้แล้ว	▢FFFF0000You have already purchased this product	▢FFFF0000You have already purchased this product	▢FFFF0000You have already purchased this product
20059	CreepyAliensPlace		废弃工厂	Discard Factory	Discard Factory	Заброшенная Фабрика	Discard Factory	Discard Factory	Discard Factory	Discard Factory	Discard Factory	Discard Factory	โรงงานที่ทิ้งเลิกใช้	Discard Factory	Discard Factory	Discard Factory
20060	CreepyAliensPlace		冬泉小镇	Winterspring Town	Winterspring Town	Зимнелетний Городок	Winterspring Town	Winterspring Town	Winterspring Town	Winterspring Town	Winterspring Town	Winterspring Town	เมืองเล็กตงฉวน	Winterspring Town	Winterspring Town	Winterspring Town
20061	CreepyAliensPlace		月色森林	Moonlight Forest	Moonlight Forest	Лунный Лес	Moonlight Forest	Moonlight Forest	Moonlight Forest	Moonlight Forest	Moonlight Forest	Moonlight Forest	ป่าไม้เย่งซื่อ	Moonlight Forest	Moonlight Forest	Moonlight Forest
20062	CreepyAliensPrepareHint		▢FF00FF00距离刷怪还有▢FFFF0000%1s秒	▢FF00FF00It`s▢FFFF0000%1s sec ▢FF00FF00before next wave	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FFFF0000%1s секунд до следующей волны	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00ห่างจากการปล่อยของแปลกยังเหลือ▢FFFF0000%1sวินาที	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00It·s▢FFFF0000%1s sec before next wave
20063	CreepyAliensRespawn		▢FF00FF00你已死亡，将在下一波自动复活	▢FF00FF00You are dead and will respawn next wave									▢FF00FF00คุณตายแล้วและจะฟืนตัวขึ้นใหม่ในรอบหน้า			
20064	FlagWarName	夺旗大战	职业夺旗	FlagWar	FlagWar	FlagWar	FlagWar	FlagWar	FlagWar	FlagWar	FlagWar	FlagWar	Capture Flag	FlagWar	FlagWar	FlagWar
20065	FlagWarSelectRole		▢FF00FF00你有▢FFFF0000%1s秒▢FF00FF00的时间选择职业，请尽快选择自己的职业	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 У вас осталось ▢FFFF0000%1s секунд ▢FF00FF00 чтобы выбрать свою роль，пожалуйста выберите ее как можно скорее	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00คุณมี▢FFFF0000%1sวินาที▢FF00FF00ที่จะเลือกอาชีพ โปรดเลือกอาชีพของคุณโดยเร็วที่สุด	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible
20066	FlagWarSelectRoleTime		▢FF00FF00距离选择职业结束还有▢FFFF0000%1s秒	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s секунд ▢FF00FF00 осталось чтобы выбрать свою роль	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FF00FF00ห่างจากการเสร็จการเลือกอาชีพยังเหลือ▢FFFF0000%1sวินาที	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s second ▢FF00FF00 left to pick your class
20067	FlagWarSelectRoleAgain		▢FF00FFFF你已经选择过职业了	▢FF00FFFF You have already chosen a class	▢FF00FFFF You have already chosen a class	▢FF00FFFF Вы уже выбрали свою роль	▢FF00FFFF You have already chosen a class	▢FF00FFFF You have already chosen a class	▢FF00FFFF You have already chosen a class	▢FF00FFFF You have already chosen a class	▢FF00FFFF You have already chosen a class	▢FF00FFFF You have already chosen a class	▢FF00FFFFคุณได้เลือกอาชีพแล้ว	▢FF00FFFF You have already chosen a class	▢FF00FFFF You have already chosen a class	▢FF00FFFF You have already chosen a class
20068	FlagWarSelectRoleHint		▢FF00FFFF你选择了%1s	▢FF00FFFF You chose%1s	▢FF00FFFF You chose%1s	▢FF00FFFF Вы выбрали%1s	▢FF00FFFF You chose%1s	▢FF00FFFF You chose%1s	▢FF00FFFF You chose%1s	▢FF00FFFF You chose%1s	▢FF00FFFF You chose%1s	▢FF00FFFF You chose%1s	▢FF00FFFFคุณได้เลือก%1s	▢FF00FFFF You chose%1s	▢FF00FFFF You chose%1s	▢FF00FFFF You chose%1s
20069	FlagWarEnterTransferGate		▢FF00FFFF你进入了传送门区域	▢FF00FFFF You are entering the teleporter	▢FF00FFFF You are entering the teleporter	▢FF00FFFF Вы входите в телепортер	▢FF00FFFF You are entering the teleporter	▢FF00FFFF You are entering the teleporter	▢FF00FFFF You are entering the teleporter	▢FF00FFFF You are entering the teleporter	▢FF00FFFF You are entering the teleporter	▢FF00FFFF You are entering the teleporter	▢FF00FFFFคุณได้เข้าเขตประตูรับส่ง	▢FF00FFFF You are entering the teleporter	▢FF00FFFF You are entering the teleporter	▢FF00FFFF You are entering the teleporter
20070	FlagWarQuitTransferGate		▢FF00FFFF你离开了传送门区域	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF Вы выходите из телепортера	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF You are leaving the teleporter	▢FF00FFFFคุณได้ออกจากเขตประตูรับส่ง	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF You are leaving the teleporter
20071	FlagWarTransferGateHint		▢FF00FF00距离传送还有▢FFFF0000%1s秒	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s секунд ▢FF00FF00 осталось до телепорта	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FF00FF00ห่างจากการรับส่ง ยังเหลือ▢FFFF0000%1sวินาที	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s second ▢FF00FF00 left before teleporting
20072	FlagWarEnterBloodPool		▢FF00FFFF你进入了血池区域	▢FF00FFFF You have entered the respawn area	▢FF00FFFF You have entered the respawn area	▢FF00FFFF Вы вошли в територию возрождения	▢FF00FFFF You have entered the respawn area	▢FF00FFFF You have entered the respawn area	▢FF00FFFF You have entered the respawn area	▢FF00FFFF You have entered the respawn area	▢FF00FFFF You have entered the respawn area	▢FF00FFFF You have entered the respawn area	▢FF00FFFFคุณได้เข้าเขตสระเลือด	▢FF00FFFF You have entered the respawn area	▢FF00FFFF You have entered the respawn area	▢FF00FFFF You have entered the respawn area
20073	FlagWarQuitBloodPool		▢FF00FFFF你离开了血池区域	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF Вы вышли из територии возрождения	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF You are leaving the respawn area	▢FF00FFFFคุณได้ออกจากเขตสระเลือด	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF You are leaving the respawn area
20074	FlagWarGetFlag		%1s▢FF00FFFF拿到了旗子	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF украл флаг	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFFได้รับธง	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF obtained the flag
20075	FlagWarHandedInFlag		%1s▢FF00FFFF成功将旗子放进了旗台	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF успешно захватил флаг	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFFได้ปักธงไว้ในฐานธงสำเร็จ	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF successfully captured the flag
20076	FlagWarGetFlagTarget		▢FF00FFFF你拿到了旗子，请把旗子放置到自家的旗台上	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFВы получили флаг, пожалуйста поместите флаг на вашу платформу для флага	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFคุณได้รับธงแล้ว โปรดไว้ธงที่ฐานธงของตนเอง	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFYou got the flag, please put the flag on your flag platform
20077	FlagWarHandedInFlagTarget		▢FF00FFFF你成功将旗子放进了旗台	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF Вы успешно захватили флаг	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF You have successfully captured the flag	▢FF00FFFFคุณได้ปักธงไว้ในฐานธงสำเร็จ	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF You have successfully captured the flag
																
30001	ParkourName	跑酷	彩虹跑酷	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour
